նարզադաշտ	n ɑ ɾ z ɑ d ɑ ʃ t
բրամտել	b ə ɾ ɑ m ə t ɛ l
տոտալուտ	t ɔ t ɑ l u t
լնպիտան	l n p i t ɑ n
ծվտոմեքենա	t f t ɔ m ɛ kʰ ɛ n ɑ
հաշտոնյա	h ɑ ʃ t o n j ɑ
տուրքիա	tʰ u ɾ kʰ j ɑ
քբստրակտ	k pʰ s t ɾ ɑ k t
լամանց	l ɑ m ɑ n t͡sʰ
սեռնագնաց	s ɛ r n ɑ ɡ ə n ɑ t͡sʰ
ուղեկցեվ	u ʁ ə k t͡sʰ ɛ v
զնասված	z ə n ɑ s v ɑ t͡s
եեղեկանալ	j ɛ ʁ ɛ k ɑ n ɑ l
ձոքր	dʰ ɔ kʰ ə ɾ
ջաջողություն	d ɑ d͡ʒ o ʁ u t͡sʰ j u n
պես	p ɛ s
երամտել	j ə ɾ ɑ m ə t ɛ l
ըեր	ə ɛ ɾ
ձլ	d l
ձաքարավազ	d ɑ kʰ ɑ ɾ ɑ v ɑ z
էառավարում	ɛ ɑ r ɑ v ɑ ɾ u m
չժվար	t ə ʒ v ɑ ɾ
ակարագրել	ɑ ə k ɑ ɾ ɑ ɡ ɾ ɛ l
էռողջ	ɛ r ɔ χ t͡ʃʰ
ռիճուկ	r i t͡ʃ u k
ռապական	r ɑ p ɑ k ɑ n
բվազ	b v ɑ z
ճրանում	t ɾ ɑ n u m
չապիկ	t ɑ p i k
ժանոթություն	ʒ͡s ɑ n ɔ tʰ u tʰ j u n
պայտարարվել	p ɑ j t ɑ ɾ ɑ ɾ v ɛ l
յարավ	j ɑ ɾ ɑ f
քնկարա	k ŋ k ɑ ɾ ɑ
նլաստիկ	n l ɑ s t i k
աիրաբուժություն	ɑ i ɾ ɑ b u ʒ u tʰ j u n
ջարտին	d ɑ ɾ t i n
րնասել	ɾ ə n ɑ s ɛ l
գրթ	ɡ ɛ ɾ tʰ
գնմեռ	ɡ n m ɛ r
ժաստայական	ʒ ɑ s t ɑ j ɑ k ɑ n
իիջով	i i t͡ʃʰ ɔ v
տեւել	t ɛ v ɛ l
ջետական	d ɛ t ɑ k ɑ n
մրդուկ	m ɾ d u k
գախվել	ɡ ɑ χ v ɛ l
ջլենա	d ɛ l ɛ n ɑ
քեռքի	k͡z ɛ r kʰ i
ծարժական	t ɑ ɾ ʒ ɑ k ɑ n
քակավաթիվ	k ɑ k ɑ v ɑ tʰ i v
ռոֆիա	r ɔ f i ɑ
փրգելել	p ɾ kʰ ɛ l ɛ l
լշոտ	l ʃ ɔ t
նախ	n͡s ɑ χ
եչացած	jʰ ə t͡ʃʰ ɑ t͡sʰ ɑ t͡s
չարեգործական	t ɑ ɾ ɛ ɡ ɔ ɾ t͡s ɑ k ɑ n
ղերասանուհի	ʁ ɛ ɾ ɑ s ɑ n u h i
լզոխ	l z o χ
էերմանական	ɛ ɛ ɾ m ɑ n ɑ k ɑ n
բատարել	b ɑ t ɑ ɾ ɛ l
վայած	v ɑ j ɑ t͡s
զավջութակ	zʰ ɑ v d͡ʒ u tʰ ɑ k
լնց	l n t͡sʰ
նեղեկատվական	n ɛ ʁ ɛ k ɑ t v ɑ k ɑ n
խրտահանում	χ ɾ t ɑ h ɑ n u m
ռղա	r ʁ ɑ
աետաքս	ɑ ɛ t ɑ kʰ s
խոգարան	χ ɔ ɡ ɑ ɾ ɑ n
մաղտնաբառ	m ɑ χ t n ɑ b ɑ r
զեւ	z ɛ v
կարվել	k ɑ ɾ v ɛ l
ռայք	r ɑ j kʰ
չսկա	t ə s k ɑ
քրժենալ	k ɾ ʒ ɛ n ɑ l
ձնձավ	d n d͡z ɑ v
ժնչպես	ʒ n t͡ʃʰ p ɛ s
տանկարժեք	tʰ ɑ ŋ k ɑ ɾ ʒ ɛ kʰ
ֆալվա	f ɑ l v ɑ
խազմակերպություն	χ ɑ z m ɑ k ɛ ɾ p u tʰ j u n
յտոր	j ə t ɔ ɾ
ղումարում	ʁ u m ɑ ɾ u m
քեսա	kʰ ɛ s ɑ
բանկարկում	b ɑ ŋ k ɑ ɾ k u m
նինդ	n i n d
չրգի	t ɛ ɾ kʰ i
ճայցական	t ɑ j t͡sʰ ɑ k ɑ n
տրած	t ɾ ɑ t͡s
բունաստան	b u n ɑ s t ɑ n
ժջիջ	ʒ ə d͡ʒ i d͡ʒ
ծրեք	t ɛ ɾ ɛ kʰ
ըրեքշաբթի	ə ɛ ɾ ɛ kʰ ʃ ɑ pʰ tʰ i
իկանի	i k ɑ n i
քնուշ	k n u ʃ
ստղատու	s ə t ʁ ɑ t u
հիածան	h͡s i j ɑ t͡s ɑ n
տյանք	t j ɑ ŋ kʰ
մահմանափակ	m ɑ h m ɑ n ɑ pʰ ɑ k
կար	k͡ʃ ɑ ɾ
քախսվել	k͡s ɑ χ s v ɛ l
վայն	v͡z ɑ j n
սանդուրժողականություն	s ɑ n d u ɾ ʒ ɔ ʁ ɑ k ɑ n u tʰ j u n
պհեղ	p h ɛ ʁ
ձրազեկ	d ɾ ɑ z ɛ k
րիջազգային	ɾ i t͡ʃʰ ɑ z ɡ ɑ j i n
փերածություն	p ɛ ɾ ɑ t͡s u tʰ j u n
ցգռավ	t ɡ r ɑ v
պզվելի	p ə z v ɛ l i
նեապոլ	n ɛ j ɑ p o l
ծկարագրել	t ə k ɑ ɾ ɑ ɡ ɾ ɛ l
վմբատ	v ə m b ɑ t
րաժակ	ɾ ɑ ʒ ɑ k
ռմայք	r ə m ɑ j kʰ
հավոք	h sʰ ɑ v o kʰ
ճերդաշնակ	t ɛ ɾ d ɑ ʃ n ɑ k
չովիտ	t ɔ v i t
մախճան	m ɑ χ t͡ʃ ɑ n
րպեր	ɾ p ɛ ɾ
ջրշակունյաց	d ɾ ʃ ɑ k u n j ɑ t͡sʰ
սնտրել	sʰ ə n t ɾ ɛ l
ժնադ	ʒ n ɑ d
ժպահովվել	ʒ p ɑ h ɔ vː ɛ l
տվանդական	t v ɑ n d ɑ k ɑ n
յնձրեւ	j n d͡z ɾ ɛ v
եռասպել	j r ɑ s p ɛ l
քիցուք	k i t͡sʰ u kʰ
շափել	ʃʰ ɑ pʰ ɛ l
դրտադրող	d ɾ t ɑ d ɾ ɔ ʁ
ֆզոտոպ	f z o t o p
ձերասան	d ɛ ɾ ɑ s ɑ n
յուծել	j u t͡s ɛ l
րռացիոնալ	ɾ r ɑ t͡sʰ i ɔ n ɑ l
խատառ	χ ɑ t ɑ r
բղյուսակ	b ʁ j u s ɑ k
չախտել	t ɑ χ t ɛ l
աակ	ɑ ɑ k
թգուշանալ	t ɡ u ʃ ɑ n ɑ l
ղրցում	ʁ ə ɾ t͡sʰ u m
փատկերել	p ɑ t k ɛ ɾ ɛ l
օրենքոք	ɔ ɾ ɛ ŋ kʰ ɔ ʰ
ճորել	t ɔ ɾ ɛ l
նոհարարական	n ɔ h ɑ ɾ ɑ ɾ ɑ k ɑ n
բվեդ	b ə v ɛ d
էառելիք	ɛ ɑ r ɛ l i kʰ
ռործ	r ɔ ɾ t͡s
հորկի	h o ɾ k i
գզր	ɡ ɛ z ə ɾ
ուտեե	u t ɛ ɛ
գնզոր	ɡ n z ɔ ɾ
սախճանվել	s ɑ χ t͡ʃ ɑ n v ɛ l
վենիսիստ	vʰ ɛ n i s i s t
ջնական	d ə n ɑ k ɑ n
աերբեռնել	ɑ ɛ ɾ b ɛ r n ɛ l
ժավ	ʒ͡sʰ ɑ v
թեռ	t ɛ r
ջնորհակալ	d ə n ɔ ɾ ɑ k ɑ l
ցոզիտիվ	t ɔ z i t i v
ըշել	ə ə ʃ ɛ l
հծիկ	h t͡s i k
բիտություն	b i t u tʰ j u n
րաշնային	ɾ ɑ ʃ n ɑ j i n
մագցնել	m ɑ kʰ t͡sʰ ə n ɛ l
ճեղադրում	t ɛ ʁ ɑ d ɾ u m
ըիածան	ə͡s i j ɑ t͡s ɑ n
ծարկ	t ɑ ɾ k
նոլորակ	n o l o ɾ ɑ k
քորն	k o ɾ n
փատկանել	p ɑ t k ɑ n ɛ l
ըղոսկր	əʰ ə ʁ ɔ s k ɾ
օեչ	o j ɛ ʰ
պքսպերտ	p kʰ s p ɛ ɾ t
ցաստատություն	t ɑ s t ɑ t u tʰ j u n
կիություն	k i u tʰ j u n
ջհագին	d h ɑ ɡ i n
դուրգուրել	d u ɾ ɡ u ɾ ɛ l
ժարեր	ʒ ɑ ɾ ɛ ɾ
շաթենիկ	ʃ ɑ tʰ ɛ n i k
թոմունիզմ	t o m u n i z m
շեղան	ʃ ɛ ʁ ɑ n
քաշտային	k ɑ ʃ t ɑ j i n
սստված	s s t v ɑ t͡s
տնկերություն	t ŋ k ɛ ɾ u tʰ j u n
թորշուկ	t ɔ ɾ ʃ u k
ռլադիվոստոկ	r l ɑ d i v o s t o k
քրտես	k ə ɾ t ɛ s
յնթացակարգ	j n tʰ ɑ t͡sʰ ɑ k ɑ ɾ kʰ
երեւակայություն	j ɛ ɾ ɛ v ɑ k ɑ j u tʰ j u n
ձանձրալի	d z ɑ n d z ɾ ɑ l i
ջուտք	d u t kʰ
կարիսեցիական	kʰ ɑ ɾ i s ɛ t͡sʰ j ɑ k ɑ n
ռինանսական	r i n ɑ n s ɑ k ɑ n
իորոտ	i ɔ ɾ ɔ t
փարեւ	p ɑ ɾ ɛ v
րուրին	ɾ u ɾ i n
ձարակ	d ɑ ɾ ɑ k
ռրական	r ɾ ɑ k ɑ n
պիմ	p͡ʒ i m
ջմբոստ	d m b ɔ s t
եշխանյան	j ʃ χ ɑ n j ɑ n
ծինասյան	t i n ɑ s j ɑ n
գեռու	ɡ ɛ r u
հիր	h i ɾ
նամվել	n ɑ m v ɛ l
նհաբեկել	n h ɑ b ɛ k ɛ l
եիմար	j i m ɑ ɾ
պացառել	p ɑ t͡sʰ ɑ r ɛ l
թանաստեղծություն	t ɑ n ɑ s t ɛ ʁ t͡s u tʰ j u n
չարան	t ɑ ɾ ɑ n
ձահլիճ	d ɑ h l i t͡ʃ
էղքատ	ɛ χ kʰ ɑ t
յանոթություն	j͡s ɑ n ɔ tʰ u tʰ j u n
ձանք	d͡ʒ ɑ ŋ kʰ
յառացանկ	j ɑ r ɑ t sʰ ɑ n k
ըարեւոր	ə ɑ ɾ ɛ v ɔ ɾ
խպանդանոց	χ p ɑ n d ɑ n ɔ t͡sʰ
ավրոպայի	ɑ ɛ v ɾ ɔ p ɑ j i
խկատմամբ	χ ə k ɑ t m ɑ m b
փուցասրահ	p sʰ u t sʰ ɑ s ə ɾ ɑ h
սապ	s ɑ p ə
պոկել	p ɔ k ɛ l
քոխրագույն	k ɔ χ ɾ ɑ ɡ u j n
ուստզ	u s t z
ցրիստոս	tʰ ɾ i s t ɔ s
ղաշտերն	ʁ ɑ ʃ t ɛ ɾ n
էնձինք	ɛ n d͡z i ŋ kʰ
քիջնորդ	k i t͡ʃʰ n ɔ ɾ tʰ
յատարկ	j ɑ t ɑ ɾ k
յաբար	j ɑ b ɑ ɾ
շեգ	ʃ ɛ ɡ
սրճարան	s ə ɾ t͡ʃ ɑ ɾ ɑ n
ծակո	t ɑ k ɔ
զիացում	z i j ɑ t͡sʰ u m
բտեփան	b t ɛ pʰ ɑ n
թողոքել	t o ʁ o kʰ ɛ l
տզակ	t ə z ɑ k
ռազմավորում	r ɑ z m ɑ v ɔ ɾ u m
ցազալտ	t ɑ z ɑ l t
ջնհատ	d n h ɑ t
խաքուր	χ ɑ kʰ u ɾ
ղնդլայնել	ʁ n d l ɑ j n ɛ l
էիվա	ɛ i v ɑ
եահիճ	j ɑ h i t͡ʃ
ֆվեդ	f ə v ɛ d
րռնո	ɾ r n o
վնձոր	v ə n d͡z ɔ ɾ
տակասուրդ	t ɑ k ɑ s u ɾ tʰ
ճրդարացի	t ɾ tʰ ɑ ɾ ɑ t͡sʰ i
զեֆ	zʰ ɛ f
զզդող	z z d ɔ ʁ
ցետաղ	t ɛ t ɑ ʁ
յու	j͡z u
ձյրվել	d j ɾ v ɛ l
խեծարել	χ ɛ t͡s ɑ ɾ ɛ l
էազմություն	ɛ ɑ z m u t sʰ j u n
տորշ	t ɔ ɾ ʃ
ծոտենալ	t ɔ t ɛ n ɑ l
ոստիկանություշ	v ɔ s t i k ɑ n u tʰ j u ʃ
օօ	ɔ ɔ
վարկավագ	v ɑ ɾ k ɑ v ɑ ɡ
սհազանգ	s h ɑ z ɑ ŋ ɡ
քյնուհետեւ	k j n u h ɛ t ɛ v
ճարրական	t ɑ ɾ ɾ ɑ k ɑ n
կանսարկու	k ɑ n s ɑ ɾ k u
ճողոքել	t o ʁ o kʰ ɛ l
բրթ	b ɛ ɾ tʰ
խաղորդել	χ ɑ ʁ ɔ ɾ tʰ ɛ l
եութ	j u tʰ
սպաստել	s ə p ɑ s t ɛ l
սուս	s u s
ղպակի	ʁ p ɑ k i
վումա	v u m ɑ
վրկյուղ	v ɛ ɾ k j u ʁ
ժամեստ	ʒ ɑ m ɛ s t
բրեկոյան	b ɛ ɾ ɛ k o j ɑ n
ձարրական	d ɑ ɾ ɾ ɑ k ɑ n
բրբ	b ɛ ɾ pʰ
ճամաձայն	t ɑ m ɑ d͡z ɑ j n
կարեգործական	k ɑ ɾ ɛ ɡ ɔ ɾ t͡s ɑ k ɑ n
պտաբերել	p ə t ɑ b ɛ ɾ ɛ l
կեցերորդ	k ɛ t sʰ ɛ ɾ o ɾ tʰ
պահկ	p ɛ ɑ h ə k ə
բարոտել	b ɑ ɾ ɔ t ɛ l
վաշվապահ	v ɑ ʃ v ɑ p ɑ h
սիրուս	s i ɾ u s
ճարոզչություն	tʰ ɑ ɾ ɔ z t͡ʃʰ u tʰ j u n
եողոք	j ɔ ʁ ɔ kʰ
գուլիս	ɡ u l i s
ըոսուն	ə ɔ s u n
սեղարկել	s͡ʃʰ ɛ ʁ ɑ ɾ k ɛ l
ճացառիկ	t ɑ t͡sʰ ɑ r i k
լառապանք	l ɑ r ɑ p ɑ ŋ kʰ
ռեքել	rʰ ɛ kʰ ɛ l
բրգելք	b ɾ kʰ ɛ l kʰ
ֆուրաքանչյուր	f u ɾ ɑ kʰ ɑ n t͡ʃʰ j u ɾ
տերկայացուցչություն	t ɛ ɾ k ɑ j ɑ t͡sʰ u t͡sʰ t͡ʃʰ u tʰ j u n
ծաշտել	t ɑ ʃ t ɛ l
լանգուն	l ɑ ŋ ɡ u n
սվարդ	s ə v ɑ ɾ tʰ
իոկիկ	i ɔ k i k
սացատրել	s ɑ t͡sʰ ɑ t ɾ ɛ l
ծսեղ	t s ɛ ʁ
ժրվեստագետ	ʒ ɾ v ɛ s t ɑ ɡ ɛ t
գումա	ɡ u m ɑ
դարաբաղյան	d ɑ ɾ ɑ b ɑ ʁ j ɑ n
էավուշ	ɛ ɑ v u ʃ
ցանդակագործ	tʰ ɑ n d ɑ k ɑ ɡ ɔ ɾ t͡s
ջրտանց	d ə ɾ t ɑ n t͡sʰ
ճիացյալ	t i j ɑ t͡sʰ j ɑ l
ծստիվ	t ə s t i v
խացատրական	χ ɑ t͡sʰ ɑ t ɾ ɑ k ɑ n
վիզախ	v i z ɑ χ
ըանիք	ə ɑ n i kʰ
ձռնչություն	d r ə n t͡ʃʰ u tʰ j u n
թացառիկ	t ɑ t͡sʰ ɑ r i k
քիրախային	kʰ i ɾ ɑ χ ɑ j i n
գագում	ɡ͡s ɑ kʰ u m
ջլիթ	d ə l i tʰ
շերքուստ	ʃ ɛ ɾ kʰ u s t
ծրկ	t ɛ ɾ k
ճխրություն	t ə χ ɾ u t͡sʰ j u n
ղդ	ʁ d
ջիլիջան	d i l i d͡ʒ ɑ n
ճումինիա	t u m i n ɪ̯ ɑ
ղմենեւին	ʁ m ɛ n ɛ v i n
փաբաթվա	p ɑ pʰ ɑ tʰ v ɑ
ըառապաշար	ə ɑ r ɑ p ɑ ʃ ɑ ɾ
լիճուկ	l i t͡ʃ u k
րամ	ɾ ɑ m
ժագավորություն	ʒʰ ɑ ɡ ɑ v ɔ ɾ u tʰ j u n
իաճառել	i ɑ t͡ʃ ɑ r ɛ l
տեռանկար	t ɛ r ɑ n ə k ɑ ɾ
ճյուրերին	t ɪ̯ u ɾ ɛ ɾ i n
ցենսունակ	t ɛ n s u n ɑ k
կահապատիժ	k ɑ h ɑ p ɑ t i ʒ
սուրճ	s u ɾ t͡ʃ
դբիլիսի	dʰ ə b i l i s i
շուծել	ʃ u t͡s ɛ l
նեղափոխություն	n ɛ ʁ ɑ pʰ ɔ χ u tʰ j u n
մվել	m v ɛ l
եայմանավորվել	j ɑ j m ɑ n ɑ v ɔ ɾ v ɛ l
վզդել	v z d ɛ l
չաշկանդել	t ɑ ʃ k ɑ n d ɛ l
վպուշ	v p u ʃ
ցրմեն	t ɾ m ɛ n
կեեւ	kʰ ɛ j ɛ v
ձատվիրել	d ɑ t v i ɾ ɛ l
ձազել	d ɑ z ɛ l
բամացանցային	b ɑ m ɑ t͡sʰ ɑ n t͡sʰ ɑ j i n
տոմունիստ	t o m u n i s t
լնալ	l ə n ɑ l
րեռահաղորդակցություն	ɾ ɛ r ɑ h ɑ ʁ ɔ ɾ tʰ ɑ k t͡sʰ u tʰ j u n
մկան	m ə k ɑ n
տողոքարկել	t ɔ ʁ ɔ kʰ ɑ ɾ k ɛ l
պափահաս	p͡ʃʰ ɑ pʰ ɑ h ɑ s
ժի	ʒ͡ʃʰ i
ֆոպուլիստ	f ɔ p u l i s t
զուլ	zʰ u l
խաղաղություն	χ ɑ ʁ ɑ ʁ u tʰ j u n
վեղորայք	v ɛ ʁ ɔ ɾ ɑ j kʰ
լճեցնել	l t͡ʃ ɛ t͡sʰ n ɛ l
փեքսպիր	p ɛ kʰ s p i ɾ
ցանիք	t ɑ n i kʰ
աարգացում	ɑ ɑ ɾ ɡ ɑ t͡sʰ u m
ֆտորել	f ə t ɔ ɾ ɛ l
զաչաղակ	z ɑ t͡ʃʰ ɑ ʁ ɑ k
գրկիզել	ɡ ə ɾ k i z ɛ l
ղարձրացում	ʁ ɑ ɾ t͡sʰ ɾ ɑ t͡sʰ u m
ռորեխ	r ɔ ɾ ɛ χ
ֆուսին	f u s i n
չամբարձում	t ɑ m b ɑ ɾ t͡sʰ u m
րողմնակի	ɾ o ʁ m n ɑ k i
բարսափ	b ɑ ɾ s ɑ pʰ
դիճակ	d i t͡ʃ ɑ k
չրահոս	t ə ɾ ɑ h ɔ s
փռաջատար	p r ɑ t͡ʃʰ ɑ t ɑ ɾ
յլիպս	j l i p s
բողոպտել	b ɔ ʁ ɔ p t ɛ l
շիտորդական	ʃ i t o ɾ tʰ ɑ k ɑ n
թնկախ	t ŋ k ɑ χ
աարագ	ɑ ɑ ɾ ɑ kʰ
գաղցր	ɡʰ ɑ χ t͡sʰ ə ɾ
վչացած	vʰ ə t͡ʃʰ ɑ t͡sʰ ɑ t͡s
եպրտել	j ə p ə ɾ t ɛ l
ժրցում	ʒ ə ɾ t͡sʰ u m
ժնգլիական	ʒ ŋ ɡ l j ɑ k ɑ n
լրանք	l ə ɾ ɑ ŋ kʰ
սատկացնել	s ɑ t k ɑ t͡sʰ n ɛ l
ցարբեր	t ɑ ɾ b ɛ ɾ
ծործառույթը	t ɔ ɾ t͡s ɑ r u j tʰ ə
նայելել	n ɑ j ɛ l ɛ l
քուրահատուկ	k u ɾ ɑ h ɑ t u k
ծայք	t ɑ ɪ̯ kʰ
կահիճ	k ɑ h i t͡ʃ
ցրախտագիտություն	t ɛ ɾ ɑ χ t ɑ ɡ i t u tʰ j u n
պով	p ɔ v
թուցակում	t͡sʰ u t͡sʰ ɑ k u m
էվգենի	ɛ ɛ v ɡ ɛ n i
նորուստ	n ɔ ɾ u s t
ղապվել	ʁ ɑ p v ɛ l
շվյալ	ʃ ə v j ɑ l
շդրբեջան	ʃ d ə ɾ b ɛ d͡ʒ ɑ n
զրջանառություն	z ə ɾ d͡ʒ ɑ n ɑ r u tʰ j u n
րռավելագույն	ɾ r ɑ v ɛ l ɑ ɡ u j n
կնթակա	k ɛ n tʰ ɑ k ɑ
սռաջադրանք	s r ɑ t͡ʃʰ ɑ d ɾ ɑ ŋ kʰ
ժամարիա	ʒ ɑ m ɑ ɾ j ɑ
շունջ	ʃ u n d͡ʒ
ձուչիկ	dʰ u t ʃʰ i k
ջրագրավորել	d͡s ə ɾ ɑ ɡ ɾ ɑ v ɔ ɾ ɛ l
եապի	j ɑ p i
ցասարակություն	t ɑ s ɑ ɾ ɑ k u tʰ j u n
դիազորել	d j ɑ z ɔ ɾ ɛ l
տարոն	t ɑ ɾ ɔ n
րեապոլ	ɾ ɛ j ɑ p o l
ռկարիչ	r ə k ɑ ɾ i t͡ʃʰ
եույլատրել	jʰ u j l ɑ t ɾ ɛ l
զրդում	z ɛ ɾ tʰ u m
մերքուստ	m ɛ ɾ kʰ u s t
ծրագրավորել	t͡s ə ɾ ɑ ɡ ɾ ɑ v ɔ ɾ ɛ l
քազմակերպում	k ɑ z m ɑ k ɛ ɾ p u m
չեղադրում	t ɛ ʁ ɑ d ɾ u m
քերմանական	k ɛ ɾ m ɑ n ɑ k ɑ n
վումինիա	v u m i n ɪ̯ ɑ
օսմանյաս	ɔ s m ɑ n j ɑ s
վրվեստ	v ɾ v ɛ s t
կամաժողով	k ɑ m ɑ ʒ ɔ ʁ ɔ v
դրկարաժամկետ	d ɛ ɾ k ɑ ɾ ɑ ʒ ɑ m k ɛ t
ջետամուտ	d ɛ t ɑ m u t
քարգարիտ	k ɑ ɾ kʰ ɑ ɾ i t
դու	d͡z u
խճռել	χ ə t͡ʃ r ɛ l
փանդեպ	p ɑ n d ɛ p
մեր	mʰ ɛ ɾ
խոր	χ ɔ ɾ
րոնուս	ɾ ɔ n u s
դովիտ	d ɔ v i t
րետխորհրդային	ɾ ɛ t χ ɔ ɾ ə ɾ tʰ ɑ j i n
մսկույն	m s k u j n
աեսարժան	ɑ ɛ s ɑ ɾ ʒ ɑ n
յութակ	jʰ u tʰ ɑ k
դրախտագիտություն	d ɛ ɾ ɑ χ t ɑ ɡ i t u tʰ j u n
էյուղատնտեսական	ɛ j u ʁ ɑ t ə n t ɛ s ɑ k ɑ n
ղրես	ʁ ɛ ɾ ɛ s
ռնծալ	r sʰ ə n t s ɑ l
քիասքանչ	k i j ɑ s kʰ ɑ n t͡ʃʰ
հեղչ	h ɛ χ t͡ʃʰ
որակակափ	v ɔ ɾ ɑ k ɑ k ɑ ʰ
րանակ	ɾ ɑ n ɑ k
քոցիոլոգիա	k o t sʰ j o l o ɡ j ɑ
ցշրել	tʰ ə ʃ ɾ ɛ l
վոցիալական	v ɔ t͡sʰ j ɑ l ɑ k ɑ n
եուչ	jʰ u t͡ʃʰ
ջատարկ	d ɑ t ɑ ɾ k
ռարք	r ɑ ɾ kʰ
ճհաբեկչական	t h ɑ b ɛ k t ʃʰ ɑ k ɑ n
րիտնական	ɾ i t n ɑ k ɑ n
ձորանարդ	d ɔ ɾ ɑ n ɑ ɾ tʰ
ցեռագիր	t ɛ r ɑ ɡ i ɾ
րատիներեն	ɾ ɑ t i n ɛ ɾ ɛ n
եզոխ	j z o χ
նոնեցկ	n ɔ n ɛ t͡sʰ k
բերդրում	b ɛ ɾ d ə ɾ u m
ցյուպատոսություն	t j u p ɑ t o s u t͡sʰ j u n
ծանեթ	t ɑ n ɛ tʰ
բաց	b ɑ t͡sʰ
բարվածել	b ɑ ɾ v ɑ t͡s ɛ l
պմել	p ə m ɛ l
խրանսգենդեր	χ ɾ ɑ n s ɡ ɛ n d ɛ ɾ
լատրաստել	l ɑ t ɾ ɑ s t ɛ l
անկերուհի	ɑ ŋ k ɛ ɾ u h i
յանկ	j ɑ n k
գաբաջանյան	ɡ ɑ b ɑ d͡ʒ ɑ n j ɑ n
ըունջ	ə u n d͡ʒ
համալիր	h ɑ m ɑ l i ɾ
սերժել	s ɛ ɾ ʒ ɛ l
ֆնդրշիրիմյան	f n d ə ɾ ʃ i ɾ i m j ɑ n
չատվաստել	t ɑ t v ɑ s t ɛ l
էարդալ	ɛ ɑ ɾ tʰ ɑ l
խռաջադիմություն	χ r ɑ t͡ʃʰ ɑ d i m u tʰ j u n
ճիգ	t͡z i kʰ
քափ	kʰ ɑ pʰ
ձվետ	d v ɛ t
րանդիսավոր	ɾ ɑ n d i s ɑ v ɔ ɾ
ոչխաը	v ɔ t͡ʃʰ χ ɑ ə
քրկինք	k ɛ ɾ k i ŋ kʰ
իպուշ	i p u ʃ
տախաճաշել	t ɑ χ ɑ t ʃ ɑ ʃ ɛ l
փուչ	p u t͡ʃʰ
աառացի	ɑ ɑ r ɑ t͡sʰ i
սնդապետ	s ə n d ɑ p ɛ t
աշել	ɑʰ ə ʃ ɛ l
հմենուր	h m ɛ n u ɾ
նանել	n ɑ n ɛ l
